# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -1833 8 516 1048603 1369347 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-up.svg
DUPTYPE_WITHIN_SAME_TREE -1833 3 516 1048603 1393729 5 /openedx/staticfiles/studio/images/fontawesome/caret-up.3316c835f5a6.svg
DUPTYPE_WITHIN_SAME_TREE -1833 2 516 1048603 1356157 5 /openedx/staticfiles/images/fontawesome/caret-up.svg
DUPTYPE_FIRST_OCCURRENCE 1831 2 516 1048603 1387409 5 /openedx/staticfiles/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1831 8 516 1048603 1369356 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1831 7 516 1048603 1363373 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1831 7 516 1048603 1383917 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1831 3 516 1048603 1365035 5 /openedx/staticfiles/studio/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1831 2 516 1048603 1356166 5 /openedx/staticfiles/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1831 8 516 1048603 1391557 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1831 3 516 1048603 1393738 5 /openedx/staticfiles/studio/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_FIRST_OCCURRENCE 3465 2 516 1048603 1387634 5 /openedx/staticfiles/templates/emails/photo_submission_confirmation.789623e1c985.txt
DUPTYPE_WITHIN_SAME_TREE -3465 2 516 1048603 1356911 5 /openedx/staticfiles/templates/emails/photo_submission_confirmation.txt
DUPTYPE_FIRST_OCCURRENCE 11259 5 516 1048603 1385302 5 /openedx/staticfiles/wiki/markitup/sets/default/images/image.82ab6ab31feb.png
DUPTYPE_WITHIN_SAME_TREE -11259 5 516 1048603 1359497 5 /openedx/staticfiles/wiki/markitup/sets/default/images/image.png
DUPTYPE_WITHIN_SAME_TREE -11259 6 516 1048603 1392358 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/image.82ab6ab31feb.png
DUPTYPE_WITHIN_SAME_TREE -11259 6 516 1048603 1366075 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/image.png
DUPTYPE_FIRST_OCCURRENCE 397 1 516 1048603 1388473 5 /openedx/staticfiles/eslint-config/renovate.b0591fc3aa24.json
DUPTYPE_WITHIN_SAME_TREE -397 1 516 1048603 1358251 5 /openedx/staticfiles/eslint-config/renovate.json
DUPTYPE_FIRST_OCCURRENCE 1795 2 517 1048603 1387890 5 /openedx/staticfiles/images/bulk_email/TwitterIcon.246e5df306ed.png
DUPTYPE_WITHIN_SAME_TREE -1795 2 517 1048603 1357810 5 /openedx/staticfiles/images/bulk_email/TwitterIcon.png
DUPTYPE_FIRST_OCCURRENCE 3377 2 517 1048603 1387668 5 /openedx/staticfiles/templates/courseware/submission_history.b59ba65e66c9.html
DUPTYPE_WITHIN_SAME_TREE -3377 2 517 1048603 1356949 5 /openedx/staticfiles/templates/courseware/submission_history.html
DUPTYPE_FIRST_OCCURRENCE 7099 4 517 1048603 1385637 5 /openedx/staticfiles/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7099 10 517 1048603 1368172 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7099 4 517 1048603 1354982 5 /openedx/staticfiles/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7099 9 517 1048603 1382268 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7099 9 517 1048603 1362189 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7099 10 517 1048603 1390015 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7099 5 517 1048603 1392634 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7099 5 517 1048603 1261362 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_FIRST_OCCURRENCE 11216 5 519 1048603 1384941 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationsubmitted/email/body.4df2503807f6.txt
DUPTYPE_WITHIN_SAME_TREE -11216 5 519 1048603 1356870 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationsubmitted/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 9303 5 519 1048603 1385034 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_display.8af96c91de4e.scss
DUPTYPE_WITHIN_SAME_TREE -9303 5 519 1048603 1357973 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_display.scss
DUPTYPE_FIRST_OCCURRENCE 7331 4 520 1048603 1386363 5 /openedx/staticfiles/instructor/ProblemBrowser/data/actions/constants.026fe685817b.js
DUPTYPE_WITHIN_SAME_TREE -7331 5 520 1048603 1393096 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/data/actions/constants.026fe685817b.js
DUPTYPE_WITHIN_SAME_TREE -7331 4 520 1048603 1360328 5 /openedx/staticfiles/instructor/ProblemBrowser/data/actions/constants.js
DUPTYPE_WITHIN_SAME_TREE -7331 5 520 1048603 1366480 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/data/actions/constants.js
DUPTYPE_FIRST_OCCURRENCE 353 1 520 1048603 1360064 5 /openedx/staticfiles/drf-yasg/README
DUPTYPE_WITHIN_SAME_TREE -353 1 520 1048603 1388800 5 /openedx/staticfiles/drf-yasg/README.723ffa086d8b
DUPTYPE_WITHIN_SAME_TREE -353 2 520 1048603 1394385 5 /openedx/staticfiles/studio/drf-yasg/README.723ffa086d8b
DUPTYPE_WITHIN_SAME_TREE -353 2 520 1048603 1366201 5 /openedx/staticfiles/studio/drf-yasg/README
DUPTYPE_FIRST_OCCURRENCE 1297 1 522 1048603 1388360 5 /openedx/staticfiles/templates/index_overlay.25d821d0c756.html
DUPTYPE_WITHIN_SAME_TREE -1297 1 522 1048603 1356546 5 /openedx/staticfiles/templates/index_overlay.html
DUPTYPE_FIRST_OCCURRENCE 11166 5 524 1048603 1384896 5 /openedx/staticfiles/templates/instructor/edx_ace/enrollenrolled/email/body.45abb72f66a5.txt
DUPTYPE_WITHIN_SAME_TREE -11166 5 524 1048603 1356741 5 /openedx/staticfiles/templates/instructor/edx_ace/enrollenrolled/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 7735 4 525 1048603 1386210 5 /openedx/staticfiles/studio-frontend/src/components/AssetsStatusAlert/container.d5bb6a56dd91.jsx
DUPTYPE_WITHIN_SAME_TREE -7735 4 525 1048603 1358750 5 /openedx/staticfiles/studio-frontend/src/components/AssetsStatusAlert/container.jsx
DUPTYPE_FIRST_OCCURRENCE 6273 3 526 1048603 1386708 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-selector.c8fb2389306c.underscore
DUPTYPE_WITHIN_SAME_TREE -6273 3 526 1048603 1356715 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-selector.underscore
DUPTYPE_FIRST_OCCURRENCE 18155 8 526 1048603 1383120 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.362b5ec6e223.xml
DUPTYPE_WITHIN_SAME_TREE -18155 9 526 1048603 1367596 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.xml
DUPTYPE_WITHIN_SAME_TREE -18155 8 526 1048603 1361613 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.xml
DUPTYPE_WITHIN_SAME_TREE -18155 9 526 1048603 1390734 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.362b5ec6e223.xml
DUPTYPE_FIRST_OCCURRENCE 2303 2 527 1048603 1387756 5 /openedx/staticfiles/learner_profile/templates/badge_placeholder.6c8abfd503ac.underscore
DUPTYPE_WITHIN_SAME_TREE -2303 2 527 1048603 1357162 5 /openedx/staticfiles/learner_profile/templates/badge_placeholder.underscore
DUPTYPE_FIRST_OCCURRENCE 3505 2 528 1048603 1387549 5 /openedx/staticfiles/templates/fields/message_banner.c972a16ab74c.underscore
DUPTYPE_WITHIN_SAME_TREE -3505 2 528 1048603 1356669 5 /openedx/staticfiles/templates/fields/message_banner.underscore
DUPTYPE_FIRST_OCCURRENCE 6685 4 528 1048603 1385798 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 10 528 1048603 1368338 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 5 528 1048603 1392795 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 10 528 1048603 1390176 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 5 528 1048603 1364017 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 9 528 1048603 1362355 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 4 528 1048603 1355148 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6685 9 528 1048603 1382429 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_FIRST_OCCURRENCE 2489 2 528 1048603 1387931 5 /openedx/staticfiles/studio-frontend/src/_edx-bootstrap.5797acfba66e.scss
DUPTYPE_WITHIN_SAME_TREE -2489 2 528 1048603 1358605 5 /openedx/staticfiles/studio-frontend/src/_edx-bootstrap.scss
DUPTYPE_FIRST_OCCURRENCE 18459 8 529 1048603 1383191 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.d4ba0032434b.xml
DUPTYPE_WITHIN_SAME_TREE -18459 8 529 1048603 1361791 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.xml
DUPTYPE_WITHIN_SAME_TREE -18459 9 529 1048603 1390805 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.d4ba0032434b.xml
DUPTYPE_WITHIN_SAME_TREE -18459 9 529 1048603 1367774 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.xml
DUPTYPE_FIRST_OCCURRENCE 4097 3 529 1048603 1386394 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 8 529 1048603 1362154 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 4 529 1048603 1393127 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 8 529 1048603 1383272 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 9 529 1048603 1390886 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 3 529 1048603 1354947 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 4 529 1048603 1216210 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4097 9 529 1048603 1368137 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_FIRST_OCCURRENCE 11701 6 530 1048603 1383977 5 /openedx/staticfiles/common/js/components/BlockBrowser/data/selectors/index.314fbaa81139.js
DUPTYPE_WITHIN_SAME_TREE -11701 12 530 1048603 1389737 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/common/js/components/BlockBrowser/data/selectors/index.314fbaa81139.js
DUPTYPE_WITHIN_SAME_TREE -11701 11 530 1048603 1381921 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/common/js/components/BlockBrowser/data/selectors/index.314fbaa81139.js
DUPTYPE_WITHIN_SAME_TREE -11701 7 530 1048603 1391641 5 /openedx/staticfiles/studio/common/js/components/BlockBrowser/data/selectors/index.314fbaa81139.js
DUPTYPE_WITHIN_SAME_TREE -11701 11 530 1048603 1362580 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/common/js/components/BlockBrowser/data/selectors/index.js
DUPTYPE_WITHIN_SAME_TREE -11701 12 530 1048603 1368563 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/common/js/components/BlockBrowser/data/selectors/index.js
DUPTYPE_WITHIN_SAME_TREE -11701 7 530 1048603 1364242 5 /openedx/staticfiles/studio/common/js/components/BlockBrowser/data/selectors/index.js
DUPTYPE_WITHIN_SAME_TREE -11701 6 530 1048603 1355373 5 /openedx/staticfiles/common/js/components/BlockBrowser/data/selectors/index.js
DUPTYPE_FIRST_OCCURRENCE 1643 2 530 1048603 1388088 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/absolute-path.7ca5ebff3b35.js
DUPTYPE_WITHIN_SAME_TREE -1643 2 530 1048603 1360066 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/absolute-path.js
DUPTYPE_WITHIN_SAME_TREE -1643 3 530 1048603 1366203 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/absolute-path.js
DUPTYPE_WITHIN_SAME_TREE -1643 3 530 1048603 1393994 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/absolute-path.7ca5ebff3b35.js
DUPTYPE_FIRST_OCCURRENCE 4415 3 530 1048603 1386860 5 /openedx/staticfiles/js/discussions_management/models/course_discussions_settings.0854915c900c.js
DUPTYPE_WITHIN_SAME_TREE -4415 3 530 1048603 1357382 5 /openedx/staticfiles/js/discussions_management/models/course_discussions_settings.js
DUPTYPE_FIRST_OCCURRENCE 5033 3 530 1048603 1387125 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/README.956ea421569d.md
DUPTYPE_WITHIN_SAME_TREE -5033 6 530 1048603 1359197 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/README.md
DUPTYPE_WITHIN_SAME_TREE -5033 3 530 1048603 1358912 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/README.md
DUPTYPE_WITHIN_SAME_TREE -5033 6 530 1048603 1384256 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/README.956ea421569d.md
DUPTYPE_WITHIN_SAME_TREE -5033 6 530 1048603 1384130 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/README.956ea421569d.md
DUPTYPE_WITHIN_SAME_TREE -5033 6 530 1048603 1358430 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/README.md
DUPTYPE_FIRST_OCCURRENCE 9381 5 530 1048603 1385110 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/addGetHookIf.39e2ba4bf431.js
DUPTYPE_WITHIN_SAME_TREE -9381 5 530 1048603 1358107 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/addGetHookIf.js
DUPTYPE_FIRST_OCCURRENCE 9241 5 532 1048603 1384996 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_box-shadow.e50901e86d7f.scss
DUPTYPE_WITHIN_SAME_TREE -9241 5 532 1048603 1357934 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_box-shadow.scss
DUPTYPE_FIRST_OCCURRENCE 1329 1 532 1048603 1388349 5 /openedx/staticfiles/templates/problem_ajax.67a0fdaa387b.html
DUPTYPE_WITHIN_SAME_TREE -1329 1 532 1048603 1356535 5 /openedx/staticfiles/templates/problem_ajax.html
DUPTYPE_FIRST_OCCURRENCE 6327 3 532 1048603 1386731 5 /openedx/staticfiles/templates/navigation/bootstrap/navbar-logo-header.1cd7fdabfbbd.html
DUPTYPE_WITHIN_SAME_TREE -6327 3 532 1048603 1356974 5 /openedx/staticfiles/templates/navigation/bootstrap/navbar-logo-header.html
DUPTYPE_FIRST_OCCURRENCE 2329 2 533 1048603 1387963 5 /openedx/staticfiles/paragon/src/setupTest.5a311f8a56cf.js
DUPTYPE_WITHIN_SAME_TREE -2329 5 533 1048603 1359089 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/setupTest.js
DUPTYPE_WITHIN_SAME_TREE -2329 2 533 1048603 1358845 5 /openedx/staticfiles/paragon/src/setupTest.js
DUPTYPE_WITHIN_SAME_TREE -2329 5 533 1048603 1385171 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/setupTest.5a311f8a56cf.js
DUPTYPE_WITHIN_SAME_TREE -2329 5 533 1048603 1358334 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/setupTest.js
DUPTYPE_WITHIN_SAME_TREE -2329 5 533 1048603 1385246 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/setupTest.5a311f8a56cf.js
DUPTYPE_FIRST_OCCURRENCE 12127 6 533 1048603 1384000 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/picture.c215d8635017.png
DUPTYPE_WITHIN_SAME_TREE -12127 7 533 1048603 1391664 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/picture.c215d8635017.png
DUPTYPE_WITHIN_SAME_TREE -12127 7 533 1048603 1364725 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/picture.png
DUPTYPE_WITHIN_SAME_TREE -12127 12 533 1048603 1369046 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/markitup/sets/wiki/images/picture.png
DUPTYPE_WITHIN_SAME_TREE -12127 11 533 1048603 1381944 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/markitup/sets/wiki/images/picture.c215d8635017.png
DUPTYPE_WITHIN_SAME_TREE -12127 6 533 1048603 1355856 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/picture.png
DUPTYPE_WITHIN_SAME_TREE -12127 11 533 1048603 1363063 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/markitup/sets/wiki/images/picture.png
DUPTYPE_WITHIN_SAME_TREE -12127 12 533 1048603 1389760 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/markitup/sets/wiki/images/picture.c215d8635017.png
DUPTYPE_FIRST_OCCURRENCE 11106 5 534 1048603 1384931 5 /openedx/staticfiles/templates/bulk_email/edx_ace/bulkemail/email/body.5f491306d4c3.txt
DUPTYPE_WITHIN_SAME_TREE -11106 5 534 1048603 1356832 5 /openedx/staticfiles/templates/bulk_email/edx_ace/bulkemail/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 6779 4 534 1048603 1385820 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/RKSJ-H.8bcf3f8777b3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 5 534 1048603 1364039 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 9 534 1048603 1382451 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/RKSJ-H.8bcf3f8777b3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 9 534 1048603 1362377 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 5 534 1048603 1392817 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/RKSJ-H.8bcf3f8777b3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 4 534 1048603 1355170 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 10 534 1048603 1390198 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/RKSJ-H.8bcf3f8777b3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6779 10 534 1048603 1368360 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/RKSJ-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 9429 5 534 1048603 1385151 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue/delay.d793cd02ae4a.js
DUPTYPE_WITHIN_SAME_TREE -9429 5 534 1048603 1358163 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue/delay.js
DUPTYPE_FIRST_OCCURRENCE 2099 2 535 1048603 1387343 5 /openedx/staticfiles/js/src/CSS3_workarounds.a64ff3e5e18d.js
DUPTYPE_WITHIN_SAME_TREE -2099 2 535 1048603 1355462 5 /openedx/staticfiles/js/src/CSS3_workarounds.js
DUPTYPE_WITHIN_SAME_TREE -2099 7 535 1048603 1362669 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/src/CSS3_workarounds.js
DUPTYPE_WITHIN_SAME_TREE -2099 8 535 1048603 1368652 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/src/CSS3_workarounds.js
DUPTYPE_WITHIN_SAME_TREE -2099 3 535 1048603 1393672 5 /openedx/staticfiles/studio/js/src/CSS3_workarounds.a64ff3e5e18d.js
DUPTYPE_WITHIN_SAME_TREE -2099 7 535 1048603 1383851 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/src/CSS3_workarounds.a64ff3e5e18d.js
DUPTYPE_WITHIN_SAME_TREE -2099 8 535 1048603 1391491 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/src/CSS3_workarounds.a64ff3e5e18d.js
DUPTYPE_WITHIN_SAME_TREE -2099 3 535 1048603 1364331 5 /openedx/staticfiles/studio/js/src/CSS3_workarounds.js
DUPTYPE_FIRST_OCCURRENCE 4781 3 535 1048603 1386998 5 /openedx/staticfiles/js/student_account/components/PasswordResetInput.fe618739f08f.jsx
DUPTYPE_WITHIN_SAME_TREE -4781 3 535 1048603 1357689 5 /openedx/staticfiles/js/student_account/components/PasswordResetInput.jsx
DUPTYPE_FIRST_OCCURRENCE 13811 6 535 1048603 1384472 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/capa/tests/test_files/extended_hints_with_errors.f7449a113c7a.xml
DUPTYPE_WITHIN_SAME_TREE -13811 7 535 1048603 1391853 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/capa/tests/test_files/extended_hints_with_errors.f7449a113c7a.xml
DUPTYPE_WITHIN_SAME_TREE -13811 6 535 1048603 1362012 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/capa/tests/test_files/extended_hints_with_errors.xml
DUPTYPE_WITHIN_SAME_TREE -13811 7 535 1048603 1367995 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/capa/tests/test_files/extended_hints_with_errors.xml
DUPTYPE_FIRST_OCCURRENCE 7529 4 535 1048603 1385966 5 /openedx/staticfiles/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.280c7e347233.css
DUPTYPE_WITHIN_SAME_TREE -7529 10 535 1048603 1369257 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.css
DUPTYPE_WITHIN_SAME_TREE -7529 5 535 1048603 1364936 5 /openedx/staticfiles/studio/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.css
DUPTYPE_WITHIN_SAME_TREE -7529 10 535 1048603 1390344 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.280c7e347233.css
DUPTYPE_WITHIN_SAME_TREE -7529 9 535 1048603 1382597 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.280c7e347233.css
DUPTYPE_WITHIN_SAME_TREE -7529 9 535 1048603 1363274 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.css
DUPTYPE_WITHIN_SAME_TREE -7529 5 535 1048603 1392963 5 /openedx/staticfiles/studio/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.280c7e347233.css
DUPTYPE_WITHIN_SAME_TREE -7529 4 535 1048603 1356067 5 /openedx/staticfiles/js/vendor/jQuery-File-Upload/css/jquery.fileupload-ui-noscript.css
DUPTYPE_FIRST_OCCURRENCE 11081 5 536 1048603 1384969 5 /openedx/staticfiles/support/jsx/entitlements/components/Table/EntitlementSupportTableContainer.becb56dc7611.jsx
DUPTYPE_WITHIN_SAME_TREE -11081 5 536 1048603 1357072 5 /openedx/staticfiles/support/jsx/entitlements/components/Table/EntitlementSupportTableContainer.jsx
DUPTYPE_FIRST_OCCURRENCE 7207 4 536 1048603 1386045 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_utilities.413e7a2eee66.scss
